customer_id,lat,long,state,cluster,customer_category,geometry,nearest_coastline,distance_to_coastline
37,-22.536444,145.486391,QLD,2,Gold,POINT (145.486391 -22.536444),POINT (143.87669372558594 -9.145400047302246),13.48744540149613
38,-20.016612,148.457987,QLD,1,Silver,POINT (148.457987 -20.016612),POINT (143.87669372558594 -9.145400047302246),11.797096989796687
39,-33.947286,151.014547,NSW,2,Gold,POINT (151.014547 -33.947286),POINT (143.87669372558594 -9.145400047302246),25.808574082612342
40,-33.948744,151.119517,NSW,2,Gold,POINT (151.119517 -33.948744),POINT (143.87669372558594 -9.145400047302246),25.83920200432324
41,-37.571941,143.864505,VIC,2,Gold,POINT (143.864505 -37.571941),POINT (143.8740997314453 -9.145500183105469),28.426442436141723
42,-38.230038,145.049503,VIC,3,Bronze,POINT (145.049503 -38.230038),POINT (143.87669372558594 -9.145400047302246),29.108274535493482
43,-27.349074,153.031804,QLD,2,Gold,POINT (153.031804 -27.349074),POINT (143.87669372558594 -9.145400047302246),20.376206455393227
44,-24.88776,152.297855,QLD,2,Gold,POINT (152.297855 -24.88776),POINT (143.87669372558594 -9.145400047302246),17.853230914598992
45,-28.706486,153.25943,NSW,1,Silver,POINT (153.25943 -28.706486),POINT (143.87669372558594 -9.145400047302246),21.694972312589734
46,-38.039958,144.422666,VIC,1,Silver,POINT (144.422666 -38.039958),POINT (143.8740997314453 -9.145500183105469),28.899664660395167
47,-32.819819,151.65415,NSW,2,Gold,POINT (151.65415 -32.819819),POINT (143.87669372558594 -9.145400047302246),24.919208230766024
48,-38.103194,145.137811,VIC,2,Gold,POINT (145.137811 -38.103194),POINT (143.87669372558594 -9.145400047302246),28.985241889394754
49,-33.957725,151.052257,NSW,1,Silver,POINT (151.052257 -33.957725),POINT (143.87669372558594 -9.145400047302246),25.829056851991087
50,-33.853924,151.165735,NSW,2,Gold,POINT (151.165735 -33.853924),POINT (143.87669372558594 -9.145400047302246),25.76123596843037
51,-27.240638,152.993187,QLD,2,Gold,POINT (152.993187 -27.240638),POINT (143.87669372558594 -9.145400047302246),20.261986234996563
52,-33.79382308,150.9751544,NSW,2,Gold,POINT (150.9751544 -33.79382308),POINT (143.87669372558594 -9.145400047302246),25.650202766158174
53,-27.576308,151.852689,QLD,1,Silver,POINT (151.852689 -27.576308),POINT (143.87669372558594 -9.145400047302246),20.082700729192098
54,-33.832747,151.015196,NSW,2,Gold,POINT (151.015196 -33.832747),POINT (143.87669372558594 -9.145400047302246),25.69870257979359
55,-33.875709,151.266989,NSW,2,Gold,POINT (151.266989 -33.875709),POINT (143.87669372558594 -9.145400047302246),25.81094041562433
56,-33.85283,151.076186,NSW,1,Silver,POINT (151.076186 -33.85283),POINT (143.87669372558594 -9.145400047302246),25.734991429507293
57,-27.8104018,152.9484212,QLD,2,Gold,POINT (152.9484212 -27.8104018),POINT (143.87669372558594 -9.145400047302246),20.75279571041573
58,-33.892738,150.92937,NSW,2,Gold,POINT (150.92937 -33.892738),POINT (143.87669372558594 -9.145400047302246),25.73268307768776
59,-33.866044,151.133865,NSW,1,Silver,POINT (151.133865 -33.866044),POINT (143.87669372558594 -9.145400047302246),25.763865632746818
60,-33.891041,151.268968,NSW,3,Bronze,POINT (151.268968 -33.891041),POINT (143.87669372558594 -9.145400047302246),25.82619726378617
61,-33.672237,150.79576,NSW,2,Gold,POINT (150.79576 -33.672237),POINT (143.87669372558594 -9.145400047302246),25.48409717871038
62,-33.702167,150.686816,NSW,2,Gold,POINT (150.686816 -33.702167),POINT (143.87669372558594 -9.145400047302246),25.483574485569704
63,-33.871341,150.671487,NSW,1,Silver,POINT (150.671487 -33.871341),POINT (143.87669372558594 -9.145400047302246),25.642569520980512
64,-37.619102,145.074353,VIC,1,Silver,POINT (145.074353 -37.619102),POINT (143.87669372558594 -9.145400047302246),28.4988787609031
65,-33.731651,150.955942,NSW,3,Bronze,POINT (150.955942 -33.731651),POINT (143.87669372558594 -9.145400047302246),25.58514201719087
66,-33.974354,151.140345,NSW,1,Silver,POINT (151.140345 -33.974354),POINT (143.87669372558594 -9.145400047302246),25.869626673407605
67,-34.093213,151.136596,NSW,3,Bronze,POINT (151.136596 -34.093213),POINT (143.87669372558594 -9.145400047302246),25.982677925049146
68,-37.706578,144.927968,VIC,1,Silver,POINT (144.927968 -37.706578),POINT (143.8740997314453 -9.145500183105469),28.580514417871687
69,-37.869072,144.999026,VIC,2,Gold,POINT (144.999026 -37.869072),POINT (143.87669372558594 -9.145400047302246),28.745590273646968
70,-33.78042,151.162007,NSW,1,Silver,POINT (151.162007 -33.78042),POINT (143.87669372558594 -9.145400047302246),25.689686599415143
71,-33.964102,150.997836,NSW,3,Bronze,POINT (150.997836 -33.964102),POINT (143.87669372558594 -9.145400047302246),25.820120718333023
72,-27.767029,153.27631,QLD,1,Silver,POINT (153.27631 -27.767029),POINT (143.87669372558594 -9.145400047302246),20.859478683758635
73,-33.732671,150.62902,NSW,3,Bronze,POINT (150.62902 -33.732671),POINT (143.87669372558594 -9.145400047302246),25.497603868158226
74,-27.723837,153.102664,QLD,1,Silver,POINT (153.102664 -27.723837),POINT (143.87669372558594 -9.145400047302246),20.7431156557962
75,-33.466271,150.88744,NSW,2,Gold,POINT (150.88744 -33.466271),POINT (143.87669372558594 -9.145400047302246),25.311170008950356
76,-28.110164,153.318916,QLD,2,Gold,POINT (153.318916 -28.110164),POINT (143.87669372558594 -9.145400047302246),21.1853211743647
77,-27.470778,153.074231,QLD,3,Bronze,POINT (153.074231 -27.470778),POINT (143.87669372558594 -9.145400047302246),20.50400373155099
78,-33.731651,150.955942,NSW,3,Bronze,POINT (150.955942 -33.731651),POINT (143.87669372558594 -9.145400047302246),25.58514201719087
79,-33.757296,151.130278,NSW,1,Silver,POINT (151.130278 -33.757296),POINT (143.87669372558594 -9.145400047302246),25.65852503969094
80,-36.321109,144.709543,VIC,2,Gold,POINT (144.709543 -36.321109),POINT (143.8740997314453 -9.145500183105469),27.188447547144893
81,-32.760486,150.972137,NSW,1,Silver,POINT (150.972137 -32.760486),POINT (143.87669372558594 -9.145400047302246),24.65801289264264
82,-38.1466398,145.2695101,VIC,1,Silver,POINT (145.2695101 -38.1466398),POINT (143.87669372558594 -9.145400047302246),29.034666256843604
83,-33.912288,151.155539,NSW,1,Silver,POINT (151.155539 -33.912288),POINT (143.87669372558594 -9.145400047302246),25.814343442945532
84,-33.75185,151.229211,NSW,1,Silver,POINT (151.229211 -33.75185),POINT (143.87669372558594 -9.145400047302246),25.68145030065818
85,-34.009345,151.063808,NSW,1,Silver,POINT (151.063808 -34.009345),POINT (143.87669372558594 -9.145400047302246),25.881854071999374
86,-33.723693,151.16729,NSW,2,Gold,POINT (151.16729 -33.723693),POINT (143.87669372558594 -9.145400047302246),25.636795402411984
87,-33.881624,151.170165,NSW,2,Gold,POINT (151.170165 -33.881624),POINT (143.87669372558594 -9.145400047302246),25.789057731307697
88,-33.780246,151.195368,NSW,1,Silver,POINT (151.195368 -33.780246),POINT (143.87669372558594 -9.145400047302246),25.69900053013967
89,-33.766409,151.257781,NSW,2,Gold,POINT (151.257781 -33.766409),POINT (143.87669372558594 -9.145400047302246),25.70358985047303
90,-34.114626,151.027919,NSW,1,Silver,POINT (151.027919 -34.114626),POINT (143.87669372558594 -9.145400047302246),25.973106622086885
91,-33.892738,150.92937,NSW,2,Gold,POINT (150.92937 -33.892738),POINT (143.87669372558594 -9.145400047302246),25.73268307768776
92,-37.848786,145.192303,VIC,1,Silver,POINT (145.192303 -37.848786),POINT (143.87669372558594 -9.145400047302246),28.733520371030956
93,-37.774064,144.999745,VIC,1,Silver,POINT (144.999745 -37.774064),POINT (143.87669372558594 -9.145400047302246),28.65068313114818
94,-33.692534,150.587962,NSW,2,Gold,POINT (150.587962 -33.692534),POINT (143.87669372558594 -9.145400047302246),25.44804328711431
95,-37.848786,145.192303,VIC,1,Silver,POINT (145.192303 -37.848786),POINT (143.87669372558594 -9.145400047302246),28.733520371030956
96,-33.752645,151.031807,NSW,1,Silver,POINT (151.031807 -33.752645),POINT (143.87669372558594 -9.145400047302246),25.626395574324636
97,-33.810388,150.850764,NSW,2,Gold,POINT (150.850764 -33.810388),POINT (143.87669372558594 -9.145400047302246),25.6319973255927
98,-33.94913,151.075304,NSW,3,Bronze,POINT (151.075304 -33.94913),POINT (143.87669372558594 -9.145400047302246),25.827214512007583
99,-33.835883,150.976594,NSW,2,Gold,POINT (150.976594 -33.835883),POINT (143.87669372558594 -9.145400047302246),25.691020461322346
100,-33.828361,151.192212,NSW,1,Silver,POINT (151.192212 -33.828361),POINT (143.87669372558594 -9.145400047302246),25.74422981981959
101,-33.814463,151.006506,NSW,1,Silver,POINT (151.006506 -33.814463),POINT (143.87669372558594 -9.145400047302246),25.678724462724983
102,-33.915939,150.875345,NSW,1,Silver,POINT (150.875345 -33.915939),POINT (143.87669372558594 -9.145400047302246),25.740254848543643
103,-33.866044,151.133865,NSW,1,Silver,POINT (151.133865 -33.866044),POINT (143.87669372558594 -9.145400047302246),25.763865632746818
104,-27.456031,153.06036,QLD,2,Gold,POINT (153.06036 -27.456031),POINT (143.87669372558594 -9.145400047302246),20.484602317977846
105,-33.731523,150.931074,NSW,1,Silver,POINT (150.931074 -33.731523),POINT (143.87669372558594 -9.145400047302246),25.578149325180146
106,-34.349362,150.891169,NSW,1,Silver,POINT (150.891169 -34.349362),POINT (143.87669372558594 -9.145400047302246),26.16185317381783
107,-33.776781,151.28494,NSW,1,Silver,POINT (151.28494 -33.776781),POINT (143.87669372558594 -9.145400047302246),25.72133434523356
108,-33.755476,150.678551,NSW,1,Silver,POINT (150.678551 -33.755476),POINT (143.87669372558594 -9.145400047302246),25.532745656882494
109,-33.974354,151.140345,NSW,2,Gold,POINT (151.140345 -33.974354),POINT (143.87669372558594 -9.145400047302246),25.869626673407605
110,-38.1466398,145.2695101,VIC,1,Silver,POINT (145.2695101 -38.1466398),POINT (143.87669372558594 -9.145400047302246),29.034666256843604
111,-33.79315,151.258069,NSW,3,Bronze,POINT (151.258069 -33.79315),POINT (143.87669372558594 -9.145400047302246),25.729288343684196
112,-37.916956,145.036783,VIC,2,Gold,POINT (145.036783 -37.916956),POINT (143.87669372558594 -9.145400047302246),28.794934260453314
113,-27.682273,152.884999,QLD,3,Bronze,POINT (152.884999 -27.682273),POINT (143.87669372558594 -9.145400047302246),20.609833157536563
114,-33.928392,150.921448,NSW,1,Silver,POINT (150.921448 -33.928392),POINT (143.87669372558594 -9.145400047302246),25.764806479272394
115,-38.316869,146.607101,VIC,2,Gold,POINT (146.607101 -38.316869),POINT (143.87669372558594 -9.145400047302246),29.298971393930913
116,-33.915939,150.875345,NSW,1,Silver,POINT (150.875345 -33.915939),POINT (143.87669372558594 -9.145400047302246),25.740254848543643
117,-28.06794,153.40282,QLD,2,Gold,POINT (153.40282 -28.06794),POINT (143.87669372558594 -9.145400047302246),21.185126859604228
118,-37.965655,145.0623,VIC,1,Silver,POINT (145.0623 -37.965655),POINT (143.87669372558594 -9.145400047302246),28.844631351023178
119,-37.774064,144.999745,VIC,1,Silver,POINT (144.999745 -37.774064),POINT (143.87669372558594 -9.145400047302246),28.65068313114818
120,-28.184241,153.526816,NSW,3,Bronze,POINT (153.526816 -28.184241),POINT (143.87669372558594 -9.145400047302246),21.344843047754264
121,-33.739577,151.297895,NSW,3,Bronze,POINT (151.297895 -33.739577),POINT (143.87669372558594 -9.145400047302246),25.689448579834764
122,-19.310498,146.652307,QLD,1,Silver,POINT (146.652307 -19.310498),POINT (143.87669372558594 -9.145400047302246),10.537231393352034
123,-34.332109,150.904835,NSW,3,Bronze,POINT (150.904835 -34.332109),POINT (143.87669372558594 -9.145400047302246),26.14890203509562
124,-37.684684,145.006644,VIC,2,Gold,POINT (145.006644 -37.684684),POINT (143.87669372558594 -9.145400047302246),28.561644143069913
125,-33.964102,150.997836,NSW,2,Gold,POINT (150.997836 -33.964102),POINT (143.87669372558594 -9.145400047302246),25.820120718333023
126,-27.181203,153.013716,QLD,1,Silver,POINT (153.013716 -27.181203),POINT (143.87669372558594 -9.145400047302246),20.218193890446287
127,-27.192428,151.396625,QLD,2,Gold,POINT (151.396625 -27.192428),POINT (143.87669372558594 -9.145400047302246),19.5510762951139
128,-30.357168,153.08188,NSW,3,Bronze,POINT (153.08188 -30.357168),POINT (143.87669372558594 -9.145400047302246),23.123030814012182
129,-33.832747,151.015196,NSW,3,Bronze,POINT (151.015196 -33.832747),POINT (143.87669372558594 -9.145400047302246),25.69870257979359
130,-33.937551,151.147956,NSW,1,Silver,POINT (151.147956 -33.937551),POINT (143.87669372558594 -9.145400047302246),25.83644720012156
131,-27.681063,153.084397,QLD,3,Bronze,POINT (153.084397 -27.681063),POINT (143.87669372558594 -9.145400047302246),20.696680909886673
132,-33.79382308,150.9751544,NSW,1,Silver,POINT (150.9751544 -33.79382308),POINT (143.87669372558594 -9.145400047302246),25.650202766158174
133,-22.018392,148.045134,QLD,1,Silver,POINT (148.045134 -22.018392),POINT (143.87669372558594 -9.145400047302246),13.531068551137349
134,-33.690331,151.040358,NSW,1,Silver,POINT (151.040358 -33.690331),POINT (143.87669372558594 -9.145400047302246),25.56896011395881
135,-38.092874,145.177905,VIC,2,Gold,POINT (145.177905 -38.092874),POINT (143.87669372558594 -9.145400047302246),28.976704419632977
136,-27.425651,153.232567,QLD,2,Gold,POINT (153.232567 -27.425651),POINT (143.87669372558594 -9.145400047302246),20.535333930094787
137,-33.81658,151.108447,NSW,1,Silver,POINT (151.108447 -33.81658),POINT (143.87669372558594 -9.145400047302246),25.70924689057216
138,-33.91139,151.218435,NSW,2,Gold,POINT (151.218435 -33.91139),POINT (143.87669372558594 -9.145400047302246),25.831287681367357
139,-27.473135,151.703647,QLD,2,Gold,POINT (151.703647 -27.473135),POINT (143.87669372558594 -9.145400047302246),19.92905080670426
140,-37.915066,144.996329,VIC,1,Silver,POINT (144.996329 -37.915066),POINT (143.87669372558594 -9.145400047302246),28.79144425306811
141,-33.739577,151.297895,NSW,3,Bronze,POINT (151.297895 -33.739577),POINT (143.87669372558594 -9.145400047302246),25.689448579834764
142,-37.739901,144.964524,VIC,2,Gold,POINT (144.964524 -37.739901),POINT (143.8740997314453 -9.145500183105469),28.61518448591013
143,-27.318074,153.047339,QLD,1,Silver,POINT (153.047339 -27.318074),POINT (143.87669372558594 -9.145400047302246),20.355510638158705
145,-32.933305,151.651095,NSW,1,Silver,POINT (151.651095 -32.933305),POINT (143.87669372558594 -9.145400047302246),25.02610111891569
146,-33.996587,151.132495,NSW,3,Bronze,POINT (151.132495 -33.996587),POINT (143.87669372558594 -9.145400047302246),25.888764842914462
147,-33.828361,151.192212,NSW,2,Gold,POINT (151.192212 -33.828361),POINT (143.87669372558594 -9.145400047302246),25.74422981981959
148,-38.215906,144.334005,VIC,1,Silver,POINT (144.334005 -38.215906),POINT (143.8740997314453 -9.145500183105469),29.07404353052701
149,-27.232691,153.017319,QLD,1,Silver,POINT (153.017319 -27.232691),POINT (143.87669372558594 -9.145400047302246),20.26576236944465
150,-32.760486,150.972137,NSW,1,Silver,POINT (150.972137 -32.760486),POINT (143.87669372558594 -9.145400047302246),24.65801289264264
151,-33.82252,150.781767,NSW,2,Gold,POINT (150.781767 -33.82252),POINT (143.87669372558594 -9.145400047302246),25.624993387020822
152,-33.780246,151.195368,NSW,3,Bronze,POINT (151.195368 -33.780246),POINT (143.87669372558594 -9.145400047302246),25.69900053013967
153,-33.77413222,150.7376907,NSW,2,Gold,POINT (150.7376907 -33.77413222),POINT (143.87669372558594 -9.145400047302246),25.566535313127517
154,-34.04984,151.085005,NSW,1,Silver,POINT (151.085005 -34.04984),POINT (143.87669372558594 -9.145400047302246),25.926644225321045
155,-33.88871,151.240508,NSW,1,Silver,POINT (151.240508 -33.88871),POINT (143.87669372558594 -9.145400047302246),25.815831345965528
156,-37.956585,145.013472,VIC,1,Silver,POINT (145.013472 -37.956585),POINT (143.87669372558594 -9.145400047302246),28.833602675068843
157,-37.835562,144.839704,VIC,3,Bronze,POINT (144.839704 -37.835562),POINT (143.8740997314453 -9.145500183105469),28.70630660082695
158,-33.285097,151.556223,NSW,2,Gold,POINT (151.556223 -33.285097),POINT (143.87669372558594 -9.145400047302246),25.331800939622664
159,-34.114626,151.027919,NSW,1,Silver,POINT (151.027919 -34.114626),POINT (143.87669372558594 -9.145400047302246),25.973106622086885
160,-33.73238,151.000948,NSW,3,Bronze,POINT (151.000948 -33.73238),POINT (143.87669372558594 -9.145400047302246),25.598331628464933
161,-33.828361,151.192212,NSW,3,Bronze,POINT (151.192212 -33.828361),POINT (143.87669372558594 -9.145400047302246),25.74422981981959
162,-33.755499,151.064176,NSW,3,Bronze,POINT (151.064176 -33.755499),POINT (143.87669372558594 -9.145400047302246),25.638191666078782
163,-37.863743,144.888461,VIC,3,Bronze,POINT (144.888461 -37.863743),POINT (143.8740997314453 -9.145500183105469),28.736151434617305
164,-27.590722,153.077926,QLD,3,Bronze,POINT (153.077926 -27.590722),POINT (143.87669372558594 -9.145400047302246),20.61292258042009
165,-33.930314,151.223936,NSW,2,Gold,POINT (151.223936 -33.930314),POINT (143.87669372558594 -9.145400047302246),25.850994732922157
166,-27.682273,152.884999,QLD,2,Gold,POINT (152.884999 -27.682273),POINT (143.87669372558594 -9.145400047302246),20.609833157536563
167,-27.627661,151.94182,QLD,2,Gold,POINT (151.94182 -27.627661),POINT (143.87669372558594 -9.145400047302246),20.165322505376903
169,-33.814368,151.036941,NSW,1,Silver,POINT (151.036941 -33.814368),POINT (143.87669372558594 -9.145400047302246),25.687100281697486
170,-37.770012,144.97728,VIC,1,Silver,POINT (144.97728 -37.770012),POINT (143.8740997314453 -9.145500183105469),28.64576205061515
171,-33.748914,151.279999,NSW,2,Gold,POINT (151.279999 -33.748914),POINT (143.87669372558594 -9.145400047302246),25.693225328999862
172,-36.42031113,146.8638108,VIC,1,Silver,POINT (146.8638108 -36.42031113),POINT (143.87669372558594 -9.145400047302246),27.437996336928922
173,-33.810388,150.850764,NSW,2,Gold,POINT (150.850764 -33.810388),POINT (143.87669372558594 -9.145400047302246),25.6319973255927
174,-33.783751,150.900547,NSW,2,Gold,POINT (150.900547 -33.783751),POINT (143.87669372558594 -9.145400047302246),25.619969798748777
175,-37.873557,145.049328,VIC,1,Silver,POINT (145.049328 -37.873557),POINT (143.87669372558594 -9.145400047302246),28.75207945593443
176,-33.895705,151.227236,NSW,1,Silver,POINT (151.227236 -33.895705),POINT (143.87669372558594 -9.145400047302246),25.818754171715632
177,-32.248568,150.701949,NSW,2,Gold,POINT (150.701949 -32.248568),POINT (143.87669372558594 -9.145400047302246),24.090256931205147
178,-33.725566,150.431839,NSW,1,Silver,POINT (150.431839 -33.725566),POINT (143.87669372558594 -9.145400047302246),25.439231274369018
179,-33.019715,151.663175,NSW,1,Silver,POINT (151.663175 -33.019715),POINT (143.87669372558594 -9.145400047302246),25.1119932521775
180,-27.508707,153.044217,QLD,2,Gold,POINT (153.044217 -27.508707),POINT (143.87669372558594 -9.145400047302246),20.524485991759242
181,-36.03202,145.246572,VIC,1,Silver,POINT (145.246572 -36.03202),POINT (143.87669372558594 -9.145400047302246),26.92149511018132
182,-27.682273,152.884999,QLD,2,Gold,POINT (152.884999 -27.682273),POINT (143.87669372558594 -9.145400047302246),20.609833157536563
183,-33.735222,151.123716,NSW,1,Silver,POINT (151.123716 -33.735222),POINT (143.87669372558594 -9.145400047302246),25.635496396817246
184,-30.170441,142.203381,NSW,1,Silver,POINT (142.203381 -30.170441),POINT (143.8740997314453 -9.145500183105469),21.09121706856956
185,-31.899311,152.503209,NSW,2,Gold,POINT (152.503209 -31.899311),POINT (143.87669372558594 -9.145400047302246),24.33428095142731
186,-26.635087,152.917384,QLD,1,Silver,POINT (152.917384 -26.635087),POINT (143.87669372558594 -9.145400047302246),19.688149490016855
187,-33.830687,151.243351,NSW,1,Silver,POINT (151.243351 -33.830687),POINT (143.87669372558594 -9.145400047302246),25.761037078031375
188,-33.966692,151.101764,NSW,1,Silver,POINT (151.101764 -33.966692),POINT (143.87669372558594 -9.145400047302246),25.851463685278635
189,-37.79119,144.923403,VIC,2,Gold,POINT (144.923403 -37.79119),POINT (143.8740997314453 -9.145500183105469),28.664901577279743
190,-33.325373,151.189243,NSW,1,Silver,POINT (151.189243 -33.325373),POINT (143.87669372558594 -9.145400047302246),25.26152150769879
191,-33.315827,151.519708,NSW,3,Bronze,POINT (151.519708 -33.315827),POINT (143.87669372558594 -9.145400047302246),25.35005337814095
192,-38.046479,145.122762,VIC,1,Silver,POINT (145.122762 -38.046479),POINT (143.87669372558594 -9.145400047302246),28.92792856003641
193,-27.627661,151.94182,QLD,1,Silver,POINT (151.94182 -27.627661),POINT (143.87669372558594 -9.145400047302246),20.165322505376903
194,-23.446826,151.917285,QLD,3,Bronze,POINT (151.917285 -23.446826),POINT (143.87669372558594 -9.145400047302246),16.40676361512777
195,-37.858918,145.019393,VIC,2,Gold,POINT (145.019393 -37.858918),POINT (143.87669372558594 -9.145400047302246),28.73624670780168
196,-33.77413222,150.7376907,NSW,2,Gold,POINT (150.7376907 -33.77413222),POINT (143.87669372558594 -9.145400047302246),25.566535313127517
197,-33.812636,151.214797,NSW,2,Gold,POINT (151.214797 -33.812636),POINT (143.87669372558594 -9.145400047302246),25.735584104737764
198,-37.743361,144.796693,VIC,2,Gold,POINT (144.796693 -37.743361),POINT (143.8740997314453 -9.145500183105469),28.61273880008088
199,-33.846098,151.086036,NSW,1,Silver,POINT (151.086036 -33.846098),POINT (143.87669372558594 -9.145400047302246),25.73128631413635
200,-27.470078,153.045194,QLD,2,Gold,POINT (153.045194 -27.470078),POINT (143.87669372558594 -9.145400047302246),20.490368941334808
201,-34.114626,151.027919,NSW,2,Gold,POINT (151.027919 -34.114626),POINT (143.87669372558594 -9.145400047302246),25.973106622086885
202,-19.323109,146.840325,QLD,1,Silver,POINT (146.840325 -19.323109),POINT (143.87669372558594 -9.145400047302246),10.60041838120124
203,-33.728782,151.211719,NSW,1,Silver,POINT (151.211719 -33.728782),POINT (143.87669372558594 -9.145400047302246),25.654342010827694
204,-37.744406,145.082685,VIC,2,Gold,POINT (145.082685 -37.744406),POINT (143.87669372558594 -9.145400047302246),28.624422377340725
205,-37.920945,145.167859,VIC,2,Gold,POINT (145.167859 -37.920945),POINT (143.87669372558594 -9.145400047302246),28.804497827432822
206,-33.818641,151.160912,NSW,1,Silver,POINT (151.160912 -33.818641),POINT (143.87669372558594 -9.145400047302246),25.72603068837455
207,-27.590722,153.077926,QLD,3,Bronze,POINT (153.077926 -27.590722),POINT (143.87669372558594 -9.145400047302246),20.61292258042009
208,-27.612653,152.950579,QLD,1,Silver,POINT (152.950579 -27.612653),POINT (143.87669372558594 -9.145400047302246),20.576074105430134
209,-33.964713,151.084774,NSW,1,Silver,POINT (151.084774 -33.964713),POINT (143.87669372558594 -9.145400047302246),25.844819919789494
210,-37.864951,145.221695,VIC,1,Silver,POINT (145.221695 -37.864951),POINT (143.87669372558594 -9.145400047302246),28.751028422523913
211,-33.539148,151.084146,NSW,2,Gold,POINT (151.084146 -33.539148),POINT (143.87669372558594 -9.145400047302246),25.436240041871404
212,-27.240638,152.993187,QLD,3,Bronze,POINT (152.993187 -27.240638),POINT (143.87669372558594 -9.145400047302246),20.261986234996563
213,-25.337998,152.78368,QLD,2,Gold,POINT (152.78368 -25.337998),POINT (143.87669372558594 -9.145400047302246),18.480655641786957
