customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,property_valuation,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,customer_age,product_age,profit,recency,frequency,cluster
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-02-12,True,True,Norco Bicycles,Standard,medium,medium,360.4,270.3,2011-05-24 21:45:29.044122,23,6.0,90.09999999999997,323,7,1
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-07-23,False,True,Solex,Standard,medium,medium,100.35,75.26,1994-01-10 21:45:29.044122,23,23.0,25.08999999999999,162,7,1
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-08-21,False,True,WeareA2B,Standard,medium,medium,1769.64,108.76,2005-10-24 21:45:29.044122,23,12.0,1660.88,133,7,1
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-10-24,True,True,Norco Bicycles,Road,high,large,774.53,464.72,1997-09-02 21:45:29.044122,23,20.0,309.80999999999995,69,7,1
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-09-16,False,True,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1986-01-20 21:45:29.044122,23,31.0,133.7800000000002,107,7,1
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-02-16,False,True,Solex,Standard,medium,medium,1163.89,589.27,1991-04-27 21:45:29.044122,62,26.0,574.6200000000001,319,7,1
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-08-02,True,True,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1988-12-27 21:45:29.044122,62,29.0,133.7800000000002,152,7,1
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-11-17,False,True,WeareA2B,Touring,medium,large,1362.99,57.74,1997-03-27 21:45:29.044122,62,20.0,1305.25,45,7,1
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-03-01,True,True,Solex,Standard,medium,large,1061.56,733.58,1993-06-03 21:45:29.044122,62,24.0,327.9799999999999,306,7,1
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-12-03,True,True,Trek Bicycles,Standard,high,medium,495.72,297.43,2009-03-27 21:45:29.044122,62,8.0,198.29000000000002,29,7,1
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-01-06,False,True,WeareA2B,Touring,medium,large,1890.39,260.14,1993-06-03 21:45:29.044122,62,24.0,1630.25,360,7,1
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-04-05,True,True,Norco Bicycles,Road,medium,medium,544.05,376.84,2009-09-26 21:45:29.044122,62,8.0,167.20999999999998,271,7,1
14,F,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,False,6,2760,NSW,8,2017-11-13,True,True,OHM Cycles,Standard,medium,medium,183.86,137.9,1992-03-21 21:45:29.044122,34,25.0,45.96000000000001,49,3,2
14,F,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,False,6,2760,NSW,8,2017-05-11,False,True,OHM Cycles,Standard,medium,medium,1636.9,44.71,2005-02-04 21:45:29.044122,34,12.0,1592.19,235,3,2
14,F,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,False,6,2760,NSW,8,2017-10-27,True,True,Norco Bicycles,Mountain,low,small,688.63,612.88,1988-03-19 21:45:29.044122,34,29.0,75.75,66,3,2
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-03-10,False,True,Norco Bicycles,Road,medium,medium,544.05,376.84,2000-04-08 21:45:29.044122,17,17.0,167.20999999999998,297,6,2
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-07-30,False,True,WeareA2B,Standard,medium,medium,1992.93,762.63,1987-11-11 21:45:29.044122,17,30.0,1230.3000000000002,155,6,2
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-09-20,True,True,Solex,Road,medium,medium,416.98,312.74,1991-10-26 21:45:29.044122,17,26.0,104.24000000000001,103,6,2
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-06-07,True,True,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1987-03-29 21:45:29.044122,17,30.0,144.26,208,6,2
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-01-20,False,True,Solex,Standard,medium,medium,71.49,53.62,2007-05-20 21:45:29.044122,17,10.0,17.869999999999997,346,6,2
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-11-25,True,True,Norco Bicycles,Standard,medium,small,586.45,521.94,1985-12-25 21:45:29.044122,17,32.0,64.50999999999999,37,6,2
19,F,76,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,False,1,2233,NSW,9,2017-01-31,False,True,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1987-03-29 21:45:29.044122,16,30.0,144.26,335,2,3
19,F,76,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,False,1,2233,NSW,9,2017-03-25,False,True,OHM Cycles,Standard,medium,medium,1636.9,44.71,2005-02-04 21:45:29.044122,16,12.0,1592.19,282,2,3
20,M,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,11,2444,NSW,8,2017-11-01,True,True,Giant Bicycles,Standard,high,medium,1129.13,677.48,1997-09-02 21:45:29.044122,37,20.0,451.6500000000001,61,4,2
20,M,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,11,2444,NSW,8,2017-11-29,True,True,Giant Bicycles,Standard,medium,large,1635.3,993.66,2002-05-28 21:45:29.044122,37,15.0,641.64,33,4,2
20,M,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,11,2444,NSW,8,2017-11-20,False,True,WeareA2B,Standard,medium,medium,1762.96,950.52,2011-05-02 21:45:29.044122,37,6.0,812.44,42,4,2
20,M,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,11,2444,NSW,8,2017-06-11,False,True,Trek Bicycles,Standard,medium,large,2091.47,388.92,1997-02-15 21:45:29.044122,37,20.0,1702.5499999999997,204,4,2
21,M,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,True,16,2650,NSW,7,2017-08-17,True,True,OHM Cycles,Standard,low,medium,1793.43,248.82,1994-01-04 21:45:29.044122,37,23.0,1544.6100000000001,137,5,2
21,M,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,True,16,2650,NSW,7,2017-10-22,False,True,Trek Bicycles,Standard,medium,large,2091.47,388.92,2008-08-18 21:45:29.044122,37,9.0,1702.5499999999997,71,5,2
21,M,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,True,16,2650,NSW,7,2017-12-24,False,True,Norco Bicycles,Standard,medium,medium,360.4,270.3,2009-03-27 21:45:29.044122,37,8.0,90.09999999999997,8,5,2
21,M,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,True,16,2650,NSW,7,2017-02-12,True,True,Giant Bicycles,Road,medium,medium,1538.99,829.65,1993-12-08 21:45:29.044122,37,24.0,709.34,323,5,2
21,M,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,True,16,2650,NSW,7,2017-11-17,False,True,Norco Bicycles,Standard,high,small,1661.92,1479.11,1987-12-31 21:45:29.044122,37,30.0,182.81000000000017,45,5,2
24,F,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,True,15,2153,NSW,10,2017-12-13,False,True,OHM Cycles,Standard,medium,medium,795.34,101.58,1992-03-21 21:45:29.044122,40,25.0,693.76,19,7,1
24,F,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,True,15,2153,NSW,10,2017-11-13,True,True,OHM Cycles,Road,medium,medium,1280.28,829.51,2003-09-28 21:45:29.044122,40,14.0,450.77,49,7,1
24,F,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,True,15,2153,NSW,10,2017-10-12,False,True,WeareA2B,Touring,medium,large,1362.99,57.74,1999-10-26 21:45:29.044122,40,18.0,1305.25,81,7,1
24,F,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,True,15,2153,NSW,10,2017-05-13,True,True,Giant Bicycles,Standard,high,medium,1274.93,764.96,2003-08-24 21:45:29.044122,40,14.0,509.97,233,7,1
24,F,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,True,15,2153,NSW,10,2017-01-25,False,True,Solex,Standard,medium,medium,71.49,53.62,2007-03-03 21:45:29.044122,40,10.0,17.869999999999997,341,7,1
24,F,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,True,15,2153,NSW,10,2017-10-31,False,True,OHM Cycles,Standard,high,medium,1458.17,874.9,2002-09-04 21:45:29.044122,40,15.0,583.2700000000001,62,7,1
24,F,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,True,15,2153,NSW,10,2017-10-05,True,True,WeareA2B,Standard,low,medium,642.31,513.85,2005-06-27 21:45:29.044122,40,12.0,128.45999999999992,88,7,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-03-04,True,True,OHM Cycles,Standard,medium,medium,795.34,101.58,2009-12-02 21:45:29.044122,41,8.0,693.76,303,12,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-05-23,True,True,Giant Bicycles,Standard,medium,large,1812.75,582.48,2001-03-18 21:45:29.044122,41,16.0,1230.27,223,12,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-09-04,True,True,Solex,Road,medium,medium,416.98,312.74,2002-09-04 21:45:29.044122,41,15.0,104.24000000000001,119,12,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-04-15,False,True,WeareA2B,Standard,medium,medium,1292.84,13.44,2010-04-04 21:45:29.044122,41,7.0,1279.3999999999999,261,12,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-11-23,False,True,Solex,Standard,medium,medium,575.27,431.45,2005-10-22 21:45:29.044122,41,12.0,143.82,39,12,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-09-17,False,True,OHM Cycles,Standard,high,medium,227.88,136.73,1998-01-20 21:45:29.044122,41,19.0,91.15,106,12,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-07-10,False,True,Solex,Standard,medium,large,1061.56,733.58,1993-06-03 21:45:29.044122,41,24.0,327.9799999999999,175,12,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-03-08,True,True,OHM Cycles,Standard,high,medium,227.88,136.73,1999-03-16 21:45:29.044122,41,18.0,91.15,299,12,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-04-01,True,True,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2001-04-27 21:45:29.044122,41,16.0,133.7800000000002,275,12,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-02-08,True,True,WeareA2B,Standard,medium,medium,60.34,45.26,2011-05-10 21:45:29.044122,41,6.0,15.080000000000005,327,12,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-12-25,True,True,Giant Bicycles,Standard,medium,large,1765.3,709.48,1991-07-13 21:45:29.044122,41,26.0,1055.82,7,12,1
25,M,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,True,21,4413,QLD,3,2017-12-01,True,True,Norco Bicycles,Road,medium,medium,544.05,376.84,1997-02-15 21:45:29.044122,41,20.0,167.20999999999998,31,12,1
26,F,12,1978-06-10,Editor,Financial Services,Mass Customer,True,16,4740,QLD,5,2017-04-15,True,True,WeareA2B,Road,low,small,1172.78,1043.77,1998-07-03 21:45:29.044122,39,19.0,129.01,261,2,3
26,F,12,1978-06-10,Editor,Financial Services,Mass Customer,True,16,4740,QLD,5,2017-04-02,True,True,OHM Cycles,Touring,low,medium,1073.07,933.84,1992-02-10 21:45:29.044122,39,25.0,139.2299999999999,274,2,3
27,M,37,1978-09-25,Research Nurse,Health,Mass Customer,True,12,3218,VIC,7,2017-07-18,True,True,WeareA2B,Touring,medium,large,1890.39,260.14,2009-11-05 21:45:29.044122,39,8.0,1630.25,167,7,3
27,M,37,1978-09-25,Research Nurse,Health,Mass Customer,True,12,3218,VIC,7,2017-04-08,False,True,Solex,Standard,medium,large,202.62,151.96,2010-09-14 21:45:29.044122,39,7.0,50.66,268,7,3
27,M,37,1978-09-25,Research Nurse,Health,Mass Customer,True,12,3218,VIC,7,2017-07-25,False,True,Solex,Standard,medium,medium,441.49,84.99,2001-03-18 21:45:29.044122,39,16.0,356.5,160,7,3
27,M,37,1978-09-25,Research Nurse,Health,Mass Customer,True,12,3218,VIC,7,2017-05-28,True,True,WeareA2B,Standard,medium,small,1415.01,1259.36,1995-04-21 21:45:29.044122,39,22.0,155.6500000000001,218,7,3
27,M,37,1978-09-25,Research Nurse,Health,Mass Customer,True,12,3218,VIC,7,2017-06-18,False,True,Norco Bicycles,Standard,low,medium,958.74,748.9,2007-08-28 21:45:29.044122,39,10.0,209.84000000000003,197,7,3
27,M,37,1978-09-25,Research Nurse,Health,Mass Customer,True,12,3218,VIC,7,2017-08-09,False,True,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2011-05-10 21:45:29.044122,39,6.0,133.7800000000002,145,7,3
27,M,37,1978-09-25,Research Nurse,Health,Mass Customer,True,12,3218,VIC,7,2017-07-23,False,True,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1991-07-13 21:45:29.044122,39,26.0,737.5699999999999,162,7,3
28,M,5,1973-09-30,Senior Quality Engineer,Health,Affluent Customer,True,21,4868,QLD,4,2017-10-08,True,True,Solex,Standard,medium,medium,1483.2,99.59,1987-03-20 21:45:29.044122,44,30.0,1383.6100000000001,85,6,2
28,M,5,1973-09-30,Senior Quality Engineer,Health,Affluent Customer,True,21,4868,QLD,4,2017-01-23,True,True,Norco Bicycles,Standard,medium,medium,360.4,270.3,2009-03-27 21:45:29.044122,44,8.0,90.09999999999997,343,6,2
28,M,5,1973-09-30,Senior Quality Engineer,Health,Affluent Customer,True,21,4868,QLD,4,2017-01-31,True,True,Trek Bicycles,Standard,high,medium,495.72,297.43,1990-04-10 21:45:29.044122,44,27.0,198.29000000000002,335,6,2
28,M,5,1973-09-30,Senior Quality Engineer,Health,Affluent Customer,True,21,4868,QLD,4,2017-07-21,True,True,OHM Cycles,Road,high,large,12.01,7.21,1988-03-19 21:45:29.044122,44,29.0,4.8,164,6,2
28,M,5,1973-09-30,Senior Quality Engineer,Health,Affluent Customer,True,21,4868,QLD,4,2017-04-20,True,True,WeareA2B,Standard,medium,medium,1992.93,762.63,1987-03-29 21:45:29.044122,44,30.0,1230.3000000000002,256,6,2
28,M,5,1973-09-30,Senior Quality Engineer,Health,Affluent Customer,True,21,4868,QLD,4,2017-07-16,False,True,Norco Bicycles,Standard,high,medium,1148.64,689.18,1999-06-05 21:45:29.044122,44,18.0,459.46000000000015,169,6,2
29,F,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,False,19,4116,QLD,7,2017-09-16,False,True,Giant Bicycles,Standard,high,medium,1179.0,707.4,1992-02-10 21:45:29.044122,49,25.0,471.6,107,9,1
29,F,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,False,19,4116,QLD,7,2017-03-28,False,True,OHM Cycles,Touring,low,medium,1073.07,933.84,1991-07-13 21:45:29.044122,49,26.0,139.2299999999999,279,9,1
29,F,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,False,19,4116,QLD,7,2017-08-22,False,True,Trek Bicycles,Road,medium,medium,290.62,215.14,1999-06-05 21:45:29.044122,49,18.0,75.48000000000002,132,9,1
29,F,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,False,19,4116,QLD,7,2017-10-12,False,True,WeareA2B,Standard,medium,medium,1807.45,778.69,2009-11-05 21:45:29.044122,49,8.0,1028.76,81,9,1
29,F,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,False,19,4116,QLD,7,2017-01-04,False,True,OHM Cycles,Standard,medium,medium,795.34,101.58,1991-07-28 21:45:29.044122,49,26.0,693.76,362,9,1
29,F,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,False,19,4116,QLD,7,2017-12-08,True,True,Solex,Standard,medium,medium,1577.53,826.51,2005-08-31 21:45:29.044122,49,12.0,751.02,24,9,1
29,F,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,False,19,4116,QLD,7,2017-08-30,True,True,WeareA2B,Standard,medium,medium,1769.64,108.76,2005-10-24 21:45:29.044122,49,12.0,1660.88,124,9,1
29,F,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,False,19,4116,QLD,7,2017-04-10,True,True,OHM Cycles,Touring,low,medium,1073.07,933.84,1991-07-13 21:45:29.044122,49,26.0,139.2299999999999,266,9,1
29,F,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,False,19,4116,QLD,7,2017-01-25,False,True,Solex,Standard,low,medium,1289.85,74.51,2002-05-28 21:45:29.044122,49,15.0,1215.34,341,9,1
31,F,3,1962-11-24,Staff Accountant III,Telecommunications,High Net Worth,True,14,2135,NSW,12,2017-05-25,True,True,OHM Cycles,Road,medium,medium,742.54,667.4,2008-08-18 21:45:29.044122,55,9.0,75.13999999999999,221,4,2
31,F,3,1962-11-24,Staff Accountant III,Telecommunications,High Net Worth,True,14,2135,NSW,12,2017-03-21,False,True,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-11-20 21:45:29.044122,55,11.0,189.27999999999997,286,4,2
31,F,3,1962-11-24,Staff Accountant III,Telecommunications,High Net Worth,True,14,2135,NSW,12,2017-07-15,True,True,Solex,Standard,medium,medium,575.27,431.45,2010-07-22 21:45:29.044122,55,7.0,143.82,170,4,2
31,F,3,1962-11-24,Staff Accountant III,Telecommunications,High Net Worth,True,14,2135,NSW,12,2017-10-02,True,True,Solex,Standard,medium,medium,71.49,53.62,2000-01-25 21:45:29.044122,55,17.0,17.869999999999997,91,4,2
32,F,17,1995-04-20,Legal Assistant,Manufacturing,Affluent Customer,False,4,2756,NSW,9,2017-03-26,False,True,Giant Bicycles,Standard,medium,large,569.56,528.43,1998-02-25 21:45:29.044122,22,19.0,41.129999999999995,281,7,3
32,F,17,1995-04-20,Legal Assistant,Manufacturing,Affluent Customer,False,4,2756,NSW,9,2017-04-12,True,True,Solex,Standard,medium,large,1071.23,380.74,1990-09-21 21:45:29.044122,22,27.0,690.49,264,7,3
32,F,17,1995-04-20,Legal Assistant,Manufacturing,Affluent Customer,False,4,2756,NSW,9,2017-08-14,False,True,Giant Bicycles,Road,medium,medium,1538.99,829.65,2010-07-22 21:45:29.044122,22,7.0,709.34,140,7,3
32,F,17,1995-04-20,Legal Assistant,Manufacturing,Affluent Customer,False,4,2756,NSW,9,2017-05-09,False,True,Solex,Standard,medium,large,202.62,151.96,2010-09-14 21:45:29.044122,22,7.0,50.66,237,7,3
32,F,17,1995-04-20,Legal Assistant,Manufacturing,Affluent Customer,False,4,2756,NSW,9,2017-01-14,False,True,Solex,Standard,medium,medium,1151.96,649.49,1994-05-21 21:45:29.044122,22,23.0,502.47,352,7,3
32,F,17,1995-04-20,Legal Assistant,Manufacturing,Affluent Customer,False,4,2756,NSW,9,2017-06-01,True,True,Giant Bicycles,Standard,medium,large,1635.3,993.66,2007-11-25 21:45:29.044122,22,10.0,641.64,214,7,3
32,F,17,1995-04-20,Legal Assistant,Manufacturing,Affluent Customer,False,4,2756,NSW,9,2017-05-05,False,True,Solex,Road,medium,small,1703.52,1516.13,2005-10-01 21:45:29.044122,22,12.0,187.38999999999987,241,7,3
34,U,59,1843-12-21,Legal Assistant,IT,Affluent Customer,False,20,4005,QLD,8,2017-07-01,True,True,Solex,Road,medium,small,1703.52,1516.13,2005-10-01 21:45:29.044122,174,12.0,187.38999999999987,184,8,1
34,U,59,1843-12-21,Legal Assistant,IT,Affluent Customer,False,20,4005,QLD,8,2017-08-22,False,True,Norco Bicycles,Standard,low,medium,958.74,748.9,2000-05-24 21:45:29.044122,174,17.0,209.84000000000003,132,8,1
34,U,59,1843-12-21,Legal Assistant,IT,Affluent Customer,False,20,4005,QLD,8,2017-04-07,False,True,Solex,Touring,medium,large,2083.94,675.03,2008-03-03 21:45:29.044122,174,9.0,1408.91,269,8,1
34,U,59,1843-12-21,Legal Assistant,IT,Affluent Customer,False,20,4005,QLD,8,2017-02-13,False,True,WeareA2B,Standard,medium,medium,1231.15,161.6,1999-02-02 21:45:29.044122,174,18.0,1069.5500000000002,322,8,1
34,U,59,1843-12-21,Legal Assistant,IT,Affluent Customer,False,20,4005,QLD,8,2017-06-25,True,True,Giant Bicycles,Standard,high,small,1977.36,1759.85,2006-02-08 21:45:29.044122,174,11.0,217.51,190,8,1
34,U,59,1843-12-21,Legal Assistant,IT,Affluent Customer,False,20,4005,QLD,8,2017-07-23,False,True,Solex,Standard,medium,medium,1163.89,589.27,2010-12-25 21:45:29.044122,174,7.0,574.6200000000001,162,8,1
34,U,59,1843-12-21,Legal Assistant,IT,Affluent Customer,False,20,4005,QLD,8,2017-04-10,True,True,WeareA2B,Road,low,small,1172.78,1043.77,1997-03-27 21:45:29.044122,174,20.0,129.01,266,8,1
34,U,59,1843-12-21,Legal Assistant,IT,Affluent Customer,False,20,4005,QLD,8,2017-09-19,False,True,WeareA2B,Standard,medium,medium,1807.45,778.69,2009-11-05 21:45:29.044122,174,8.0,1028.76,104,8,1
