customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,property_valuation,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,customer_age,product_age
3,M,61,1954-01-20,Recruiting Manager,Property,Mass Customer,True,15,,,,2017-09-04,False,True,Trek Bicycles,Road,low,small,1720.7,1531.42,2004-10-23 03:32:46.094274,63,13.0
3,M,61,1954-01-20,Recruiting Manager,Property,Mass Customer,True,15,,,,2017-03-24,False,True,Norco Bicycles,Standard,high,medium,1148.64,689.18,1997-02-18 03:32:46.094274,63,20.0
3,M,61,1954-01-20,Recruiting Manager,Property,Mass Customer,True,15,,,,2017-06-26,,True,Norco Bicycles,Standard,low,medium,363.01,290.41,2004-10-23 03:32:46.094274,63,13.0
3,M,61,1954-01-20,Recruiting Manager,Property,Mass Customer,True,15,,,,2017-09-19,False,True,Trek Bicycles,Mountain,low,medium,574.64,459.71,1993-06-05 03:32:46.094274,63,24.0
4,M,33,1961-10-03,,IT,Mass Customer,False,7,4211,QLD,9,2017-04-03,False,True,Giant Bicycles,Standard,medium,large,569.56,528.43,1998-02-28 03:32:46.094274,56,19.0
4,M,33,1961-10-03,,IT,Mass Customer,False,7,4211,QLD,9,2017-06-18,True,True,Solex,Standard,medium,medium,478.16,298.72,1987-12-12 03:32:46.094274,56,30.0
5,F,56,1977-05-13,Senior Editor,,Affluent Customer,True,8,2448,NSW,4,2017-08-16,False,True,Norco Bicycles,Road,high,large,774.53,464.72,2002-09-07 03:32:46.094274,40,15.0
5,F,56,1977-05-13,Senior Editor,,Affluent Customer,True,8,2448,NSW,4,2017-03-03,True,True,Norco Bicycles,Mountain,low,small,688.63,612.88,1988-03-22 03:32:46.094274,40,29.0
5,F,56,1977-05-13,Senior Editor,,Affluent Customer,True,8,2448,NSW,4,2017-05-03,False,True,Trek Bicycles,Road,medium,medium,290.62,215.14,1997-06-25 03:32:46.094274,40,20.0
5,F,56,1977-05-13,Senior Editor,,Affluent Customer,True,8,2448,NSW,4,2017-12-14,False,True,Giant Bicycles,Standard,medium,large,1812.75,582.48,2002-09-07 03:32:46.094274,40,15.0
5,F,56,1977-05-13,Senior Editor,,Affluent Customer,True,8,2448,NSW,4,2017-05-26,True,True,WeareA2B,Road,low,small,1172.78,1043.77,1985-10-24 03:32:46.094274,40,32.0
5,F,56,1977-05-13,Senior Editor,,Affluent Customer,True,8,2448,NSW,4,2017-04-28,False,True,Solex,Standard,medium,medium,1163.89,589.27,2003-08-27 03:32:46.094274,40,14.0
6,M,35,1966-09-16,,Retail,High Net Worth,True,13,3216,VIC,9,2017-05-21,False,True,Trek Bicycles,Standard,high,medium,358.39,215.03,1985-10-24 03:32:46.094274,51,32.0
6,M,35,1966-09-16,,Retail,High Net Worth,True,13,3216,VIC,9,2017-09-16,False,True,Giant Bicycles,Standard,medium,medium,230.91,173.18,1994-01-07 03:32:46.094274,51,23.0
6,M,35,1966-09-16,,Retail,High Net Worth,True,13,3216,VIC,9,2017-10-27,True,True,WeareA2B,Standard,medium,medium,1807.45,778.69,2005-02-07 03:32:46.094274,51,12.0
6,M,35,1966-09-16,,Retail,High Net Worth,True,13,3216,VIC,9,2017-01-28,False,True,WeareA2B,Standard,medium,medium,1769.64,108.76,2009-01-15 03:32:46.094274,51,8.0
6,M,35,1966-09-16,,Retail,High Net Worth,True,13,3216,VIC,9,2017-02-06,True,True,Giant Bicycles,Standard,medium,large,1765.3,709.48,2010-01-28 03:32:46.094274,51,7.0
7,F,6,1976-02-23,,Financial Services,Affluent Customer,True,11,2210,NSW,9,2017-04-21,False,True,Trek Bicycles,Mountain,low,medium,574.64,459.71,1999-03-19 03:32:46.094274,41,18.0
7,F,6,1976-02-23,,Financial Services,Affluent Customer,True,11,2210,NSW,9,2017-02-18,True,True,Norco Bicycles,Standard,medium,medium,360.4,270.3,1997-02-18 03:32:46.094274,41,20.0
7,F,6,1976-02-23,,Financial Services,Affluent Customer,True,11,2210,NSW,9,2017-02-24,True,True,WeareA2B,Standard,medium,medium,60.34,45.26,2010-07-25 03:32:46.094274,41,7.0
8,M,31,1962-03-30,Media Manager I,,Mass Customer,False,7,2650,NSW,4,2017-09-22,True,True,Norco Bicycles,Standard,low,medium,958.74,748.9,2007-08-31 03:32:46.094274,55,10.0
8,M,31,1962-03-30,Media Manager I,,Mass Customer,False,7,2650,NSW,4,2017-12-08,True,True,Trek Bicycles,Standard,medium,large,2091.47,388.92,1998-01-08 03:32:46.094274,55,19.0
8,M,31,1962-03-30,Media Manager I,,Mass Customer,False,7,2650,NSW,4,2017-07-13,True,True,Norco Bicycles,Road,high,large,774.53,464.72,2006-11-23 03:32:46.094274,55,11.0
8,M,31,1962-03-30,Media Manager I,,Mass Customer,False,7,2650,NSW,4,2017-04-11,False,True,WeareA2B,Standard,low,medium,642.31,513.85,1999-10-29 03:32:46.094274,55,18.0
8,M,31,1962-03-30,Media Manager I,,Mass Customer,False,7,2650,NSW,4,2017-10-21,True,True,Giant Bicycles,Standard,high,medium,1129.13,677.48,1997-09-05 03:32:46.094274,55,20.0
8,M,31,1962-03-30,Media Manager I,,Mass Customer,False,7,2650,NSW,4,2017-01-04,True,True,WeareA2B,Touring,medium,large,1362.99,57.74,2010-12-28 03:32:46.094274,55,7.0
8,M,31,1962-03-30,Media Manager I,,Mass Customer,False,7,2650,NSW,4,2017-10-04,False,True,Giant Bicycles,Standard,high,medium,1129.13,677.48,1997-09-05 03:32:46.094274,55,20.0
8,M,31,1962-03-30,Media Manager I,,Mass Customer,False,7,2650,NSW,4,2017-04-21,False,True,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1992-02-13 03:32:46.094274,55,25.0
8,M,31,1962-03-30,Media Manager I,,Mass Customer,False,7,2650,NSW,4,2017-08-11,False,True,Solex,Standard,medium,medium,441.49,84.99,2009-12-05 03:32:46.094274,55,8.0
8,M,31,1962-03-30,Media Manager I,,Mass Customer,False,7,2650,NSW,4,2017-01-28,,True,Trek Bicycles,Standard,medium,large,2091.47,388.92,1998-01-08 03:32:46.094274,55,19.0
9,F,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,True,8,2023,NSW,12,2017-05-10,False,True,Solex,Standard,medium,large,1061.56,733.58,2009-12-05 03:32:46.094274,44,8.0
9,F,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,True,8,2023,NSW,12,2017-03-06,False,True,WeareA2B,Standard,medium,medium,752.64,205.36,1994-01-13 03:32:46.094274,44,23.0
9,F,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,True,8,2023,NSW,12,2017-10-13,False,True,Solex,Standard,low,medium,945.04,507.58,2004-11-25 03:32:46.094274,44,13.0
9,F,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,True,8,2023,NSW,12,2017-02-04,False,True,Giant Bicycles,Road,medium,medium,792.9,594.68,2009-03-30 03:32:46.094274,44,8.0
9,F,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,True,8,2023,NSW,12,2017-08-20,False,True,OHM Cycles,Standard,high,medium,227.88,136.73,2008-08-21 03:32:46.094274,44,9.0
9,F,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,True,8,2023,NSW,12,2017-09-30,True,True,Solex,Standard,medium,medium,1577.53,826.51,2004-11-25 03:32:46.094274,44,13.0
10,F,49,1988-10-11,Senior Quality Engineer,Financial Services,Mass Customer,True,20,,,,2017-08-26,False,True,Trek Bicycles,Mountain,low,medium,574.64,459.71,1999-03-19 03:32:46.094274,29,18.0
10,F,49,1988-10-11,Senior Quality Engineer,Financial Services,Mass Customer,True,20,,,,2017-06-20,True,True,Solex,Standard,medium,large,1071.23,380.74,1987-11-14 03:32:46.094274,29,30.0
10,F,49,1988-10-11,Senior Quality Engineer,Financial Services,Mass Customer,True,20,,,,2017-07-13,True,True,WeareA2B,Standard,medium,medium,1769.64,108.76,2002-05-31 03:32:46.094274,29,15.0
10,F,49,1988-10-11,Senior Quality Engineer,Financial Services,Mass Customer,True,20,,,,2017-08-09,False,True,Giant Bicycles,Road,medium,medium,792.9,594.68,2000-11-09 03:32:46.094274,29,17.0
10,F,49,1988-10-11,Senior Quality Engineer,Financial Services,Mass Customer,True,20,,,,2017-11-27,False,True,,,,,2064.08,,,29,
10,F,49,1988-10-11,Senior Quality Engineer,Financial Services,Mass Customer,True,20,,,,2017-11-17,False,True,OHM Cycles,Standard,medium,medium,795.34,101.58,2009-12-05 03:32:46.094274,29,8.0
11,M,99,1954-04-30,,Property,Mass Customer,False,9,3044,VIC,8,2017-04-02,False,True,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1986-01-23 03:32:46.094274,63,31.0
11,M,99,1954-04-30,,Property,Mass Customer,False,9,3044,VIC,8,2017-10-30,True,True,WeareA2B,Touring,medium,medium,1466.68,363.25,2008-08-21 03:32:46.094274,63,9.0
11,M,99,1954-04-30,,Property,Mass Customer,False,9,3044,VIC,8,2017-08-02,False,True,Solex,Standard,high,medium,748.17,448.9,1986-04-30 03:32:46.094274,63,31.0
11,M,99,1954-04-30,,Property,Mass Customer,False,9,3044,VIC,8,2017-07-09,False,True,WeareA2B,Touring,medium,medium,1466.68,363.25,2008-08-21 03:32:46.094274,63,9.0
11,M,99,1954-04-30,,Property,Mass Customer,False,9,3044,VIC,8,2017-06-02,,True,WeareA2B,Standard,medium,medium,752.64,205.36,2010-01-20 03:32:46.094274,63,7.0
11,M,99,1954-04-30,,Property,Mass Customer,False,9,3044,VIC,8,2017-11-14,True,True,Giant Bicycles,Standard,high,medium,1129.13,677.48,2000-01-28 03:32:46.094274,63,17.0
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-08-21,False,True,Giant Bicycles,Standard,medium,large,1812.75,582.48,2004-11-25 03:32:46.094274,23,13.0
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-09-04,True,True,Norco Bicycles,Standard,medium,medium,360.4,270.3,2011-05-27 03:32:46.094274,23,6.0
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-02-12,True,True,Norco Bicycles,Standard,medium,medium,360.4,270.3,2011-05-27 03:32:46.094274,23,6.0
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-07-23,False,True,Solex,Standard,medium,medium,100.35,75.26,1994-01-13 03:32:46.094274,23,23.0
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-08-21,False,True,WeareA2B,Standard,medium,medium,1769.64,108.76,2005-10-27 03:32:46.094274,23,12.0
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-10-24,True,True,Norco Bicycles,Road,high,large,774.53,464.72,1997-09-05 03:32:46.094274,23,20.0
12,M,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,8,4557,QLD,4,2017-09-16,False,True,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1986-01-23 03:32:46.094274,23,31.0
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-02-16,False,True,Solex,Standard,medium,medium,1163.89,589.27,1991-04-30 03:32:46.094274,62,26.0
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-08-02,True,True,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1988-12-30 03:32:46.094274,62,29.0
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-11-17,False,True,WeareA2B,Touring,medium,large,1362.99,57.74,1997-03-30 03:32:46.094274,62,20.0
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-03-01,True,True,Solex,Standard,medium,large,1061.56,733.58,1993-06-06 03:32:46.094274,62,24.0
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-12-03,True,True,Trek Bicycles,Standard,high,medium,495.72,297.43,2009-03-30 03:32:46.094274,62,8.0
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-01-06,False,True,WeareA2B,Touring,medium,large,1890.39,260.14,1993-06-06 03:32:46.094274,62,24.0
13,M,38,1955-02-15,Developer I,Financial Services,High Net Worth,True,8,3799,VIC,6,2017-04-05,True,True,Norco Bicycles,Road,medium,medium,544.05,376.84,2009-09-29 03:32:46.094274,62,8.0
14,F,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,False,6,2760,NSW,8,2017-11-13,True,True,OHM Cycles,Standard,medium,medium,183.86,137.9,1992-03-24 03:32:46.094274,34,25.0
14,F,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,False,6,2760,NSW,8,2017-08-16,True,True,,,,,1084.18,,,34,
14,F,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,False,6,2760,NSW,8,2017-05-11,False,True,OHM Cycles,Standard,medium,medium,1636.9,44.71,2005-02-07 03:32:46.094274,34,12.0
14,F,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,False,6,2760,NSW,8,2017-10-27,True,True,Norco Bicycles,Mountain,low,small,688.63,612.88,1988-03-22 03:32:46.094274,34,29.0
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-03-10,False,True,Norco Bicycles,Road,medium,medium,544.05,376.84,2000-04-11 03:32:46.094274,17,17.0
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-07-30,False,True,WeareA2B,Standard,medium,medium,1992.93,762.63,1987-11-14 03:32:46.094274,17,30.0
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-09-20,True,True,Solex,Road,medium,medium,416.98,312.74,1991-10-29 03:32:46.094274,17,26.0
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-06-07,True,True,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1987-04-01 03:32:46.094274,17,30.0
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-01-20,False,True,Solex,Standard,medium,medium,71.49,53.62,2007-05-23 03:32:46.094274,17,10.0
15,M,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,1,2428,NSW,9,2017-11-25,True,True,Norco Bicycles,Standard,medium,small,586.45,521.94,1985-12-28 03:32:46.094274,17,32.0
16,M,38,1977-02-27,Media Manager IV,,Mass Customer,True,18,3331,VIC,4,2017-08-17,False,True,Trek Bicycles,Standard,medium,large,2091.47,388.92,1996-05-15 03:32:46.094274,40,21.0
16,M,38,1977-02-27,Media Manager IV,,Mass Customer,True,18,3331,VIC,4,2017-05-10,False,True,Giant Bicycles,Standard,medium,large,1635.3,993.66,2003-10-01 03:32:46.094274,40,14.0
16,M,38,1977-02-27,Media Manager IV,,Mass Customer,True,18,3331,VIC,4,2017-09-22,True,True,OHM Cycles,Standard,medium,medium,1636.9,44.71,2009-12-05 03:32:46.094274,40,8.0
16,M,38,1977-02-27,Media Manager IV,,Mass Customer,True,18,3331,VIC,4,2017-02-12,False,True,WeareA2B,Road,low,small,1172.78,1043.77,2004-11-25 03:32:46.094274,40,13.0
16,M,38,1977-02-27,Media Manager IV,,Mass Customer,True,18,3331,VIC,4,2017-07-31,False,True,OHM Cycles,Standard,medium,medium,1227.34,770.89,1985-10-24 03:32:46.094274,40,32.0
17,M,57,1962-03-19,Sales Associate,,Affluent Customer,True,15,3058,VIC,9,2017-03-14,False,True,Solex,Standard,medium,medium,478.16,298.72,1987-03-23 03:32:46.094274,55,30.0
17,M,57,1962-03-19,Sales Associate,,Affluent Customer,True,15,3058,VIC,9,2017-11-14,True,True,Giant Bicycles,Standard,medium,large,1765.3,709.48,2010-01-20 03:32:46.094274,55,7.0
17,M,57,1962-03-19,Sales Associate,,Affluent Customer,True,15,3058,VIC,9,2017-05-01,False,True,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2000-01-28 03:32:46.094274,55,17.0
17,M,57,1962-03-19,Sales Associate,,Affluent Customer,True,15,3058,VIC,9,2017-10-11,True,True,Trek Bicycles,Standard,high,medium,495.72,297.43,1994-11-10 03:32:46.094274,55,23.0
17,M,57,1962-03-19,Sales Associate,,Affluent Customer,True,15,3058,VIC,9,2017-12-30,False,True,Trek Bicycles,Road,medium,medium,533.51,400.13,1992-03-24 03:32:46.094274,55,25.0
18,F,79,1967-07-06,Professor,,Affluent Customer,False,11,2135,NSW,12,2017-07-15,True,True,Giant Bicycles,Standard,high,medium,1179.0,707.4,1992-02-13 03:32:46.094274,50,25.0
18,F,79,1967-07-06,Professor,,Affluent Customer,False,11,2135,NSW,12,2017-05-11,False,True,Giant Bicycles,Standard,high,medium,1274.93,764.96,2002-01-22 03:32:46.094274,50,15.0
18,F,79,1967-07-06,Professor,,Affluent Customer,False,11,2135,NSW,12,2017-03-25,True,True,Solex,Standard,medium,large,202.62,151.96,2010-09-17 03:32:46.094274,50,7.0
18,F,79,1967-07-06,Professor,,Affluent Customer,False,11,2135,NSW,12,2017-05-16,False,True,Giant Bicycles,Standard,medium,large,1635.3,993.66,2007-11-28 03:32:46.094274,50,10.0
18,F,79,1967-07-06,Professor,,Affluent Customer,False,11,2135,NSW,12,2017-07-05,True,True,OHM Cycles,Standard,high,medium,1458.17,874.9,2000-07-23 03:32:46.094274,50,17.0
18,F,79,1967-07-06,Professor,,Affluent Customer,False,11,2135,NSW,12,2017-06-24,True,True,WeareA2B,Touring,medium,medium,1466.68,363.25,2008-08-21 03:32:46.094274,50,9.0
18,F,79,1967-07-06,Professor,,Affluent Customer,False,11,2135,NSW,12,2017-08-18,False,True,Norco Bicycles,Standard,high,small,1661.92,1479.11,1989-02-27 03:32:46.094274,50,28.0
19,F,76,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,False,1,2233,NSW,9,2017-01-31,False,True,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1987-04-01 03:32:46.094274,16,30.0
19,F,76,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,False,1,2233,NSW,9,2017-09-19,,True,Solex,Standard,low,medium,1289.85,74.51,2002-05-31 03:32:46.094274,16,15.0
19,F,76,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,False,1,2233,NSW,9,2017-03-25,False,True,OHM Cycles,Standard,medium,medium,1636.9,44.71,2005-02-07 03:32:46.094274,16,12.0
20,M,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,11,2444,NSW,8,2017-11-01,True,True,Giant Bicycles,Standard,high,medium,1129.13,677.48,1997-09-05 03:32:46.094274,37,20.0
20,M,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,11,2444,NSW,8,2017-11-29,True,True,Giant Bicycles,Standard,medium,large,1635.3,993.66,2002-05-31 03:32:46.094274,37,15.0
20,M,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,11,2444,NSW,8,2017-11-20,False,True,WeareA2B,Standard,medium,medium,1762.96,950.52,2011-05-05 03:32:46.094274,37,6.0
20,M,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,11,2444,NSW,8,2017-06-11,False,True,Trek Bicycles,Standard,medium,large,2091.47,388.92,1997-02-18 03:32:46.094274,37,20.0
21,M,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,True,16,2650,NSW,7,2017-08-17,True,True,OHM Cycles,Standard,low,medium,1793.43,248.82,1994-01-07 03:32:46.094274,37,23.0
21,M,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,True,16,2650,NSW,7,2017-10-22,False,True,Trek Bicycles,Standard,medium,large,2091.47,388.92,2008-08-21 03:32:46.094274,37,9.0
21,M,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,True,16,2650,NSW,7,2017-12-24,False,True,Norco Bicycles,Standard,medium,medium,360.4,270.3,2009-03-30 03:32:46.094274,37,8.0
21,M,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,True,16,2650,NSW,7,2017-02-12,True,True,Giant Bicycles,Road,medium,medium,1538.99,829.65,1993-12-11 03:32:46.094274,37,24.0
21,M,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,True,16,2650,NSW,7,2017-11-17,False,True,Norco Bicycles,Standard,high,small,1661.92,1479.11,1988-01-03 03:32:46.094274,37,29.0
22,F,79,1962-12-10,,IT,Mass Customer,False,11,,,,2017-03-21,False,True,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2004-10-23 03:32:46.094274,55,13.0
22,F,79,1962-12-10,,IT,Mass Customer,False,11,,,,2017-09-18,False,True,Giant Bicycles,Standard,medium,medium,642.7,211.37,1996-09-09 03:32:46.094274,55,21.0
22,F,79,1962-12-10,,IT,Mass Customer,False,11,,,,2017-07-16,True,True,Solex,Standard,medium,medium,1577.53,826.51,2005-09-03 03:32:46.094274,55,12.0
22,F,79,1962-12-10,,IT,Mass Customer,False,11,,,,2017-05-29,True,True,WeareA2B,Standard,medium,medium,1807.45,778.69,2009-11-08 03:32:46.094274,55,8.0
22,F,79,1962-12-10,,IT,Mass Customer,False,11,,,,2017-09-19,False,True,OHM Cycles,Standard,medium,medium,795.34,101.58,1991-07-31 03:32:46.094274,55,26.0
22,F,79,1962-12-10,,IT,Mass Customer,False,11,,,,2017-09-24,True,True,Solex,Standard,medium,medium,441.49,84.99,1987-10-01 03:32:46.094274,55,30.0
22,F,79,1962-12-10,,IT,Mass Customer,False,11,,,,2017-03-10,False,True,Norco Bicycles,Road,medium,medium,1036.59,206.35,1985-10-24 03:32:46.094274,55,32.0
22,F,79,1962-12-10,,IT,Mass Customer,False,11,,,,2017-01-06,True,False,Trek Bicycles,Standard,medium,large,1469.44,596.55,2006-11-06 03:32:46.094274,55,11.0
23,M,43,1995-02-10,,,High Net Worth,True,1,,,,2017-12-20,False,True,WeareA2B,Standard,medium,medium,1228.07,400.91,2010-01-28 03:32:46.094274,22,7.0
23,M,43,1995-02-10,,,High Net Worth,True,1,,,,2017-10-06,False,True,WeareA2B,Standard,medium,medium,1807.45,778.69,2011-05-27 03:32:46.094274,22,6.0
23,M,43,1995-02-10,,,High Net Worth,True,1,,,,2017-04-02,True,True,,,,,2037.77,,,22,
23,M,43,1995-02-10,,,High Net Worth,True,1,,,,2017-08-03,True,True,Trek Bicycles,Mountain,low,medium,574.64,459.71,2002-01-22 03:32:46.094274,22,15.0
23,M,43,1995-02-10,,,High Net Worth,True,1,,,,2017-10-09,True,True,WeareA2B,Standard,medium,medium,1769.64,108.76,2009-01-15 03:32:46.094274,22,8.0
23,M,43,1995-02-10,,,High Net Worth,True,1,,,,2017-05-16,False,True,OHM Cycles,Standard,medium,medium,795.34,101.58,1988-01-08 03:32:46.094274,22,29.0
23,M,43,1995-02-10,,,High Net Worth,True,1,,,,2017-03-27,True,True,Solex,Standard,medium,large,202.62,151.96,2010-09-17 03:32:46.094274,22,7.0
24,F,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,True,15,2153,NSW,10,2017-12-13,False,True,OHM Cycles,Standard,medium,medium,795.34,101.58,1992-03-24 03:32:46.094274,40,25.0
24,F,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,True,15,2153,NSW,10,2017-05-11,False,True,,,,,1193.44,,,40,
24,F,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,True,15,2153,NSW,10,2017-11-13,True,True,OHM Cycles,Road,medium,medium,1280.28,829.51,2003-10-01 03:32:46.094274,40,14.0
